id_code	name	variant_type	parent_table_id	parent_id	certainty_id	language_attribute_id	related_entity_id	notes
1829	Castrogeriz	102	94	12883	1	1400	0	
1830	Coelobriga	101	94	10806	1	1050	0	
1831	Castropodame	301	94	12681	1	1400	0	
1832	Castropol	301	94	11696	1	1400	0	
1833	Augusta Raurica	303	94	10253	1	1400	0	
1834	Turris Augusti	101	94	11922	1	1050	0	
1835	Aratispi	101	94	8264	1	1050	0	
1836	Castulo	101	94	10594	1	1050	0	
1837	Cebrones del Río	301	94	12520	1	1400	0	
1838	Begastrum	101	94	10943	1	1050	0	
1839	Coelobriga	101	94	11757	1	1050	0	
1840	Celje	301	94	15740	1	1400	0	
1841	Celje	301	94	15858	1	1400	0	
1842	Celje	301	94	15927	1	1400	0	
1843	Poetovio	101	94	15927	1	1050	0	
1844	Poetavio	101	94	15927	1	1050	0	
1845	Patavio	101	94	15927	1	1050	0	
1846	Petavio	101	94	15927	1	1050	0	
1847	San Xoán de Río	301	94	11395	1	1400	0	
1848	Huérmeda	301	94	11346	1	1400	0	
1849	Bilbilis	101	94	11346	1	1050	0	
1850	Lantejuela	301	94	7905	-1	1400	0	
1851	Teba	301	94	8086	1	1400	0	
1852	Iliturgicola	101	94	7809	1	1050	0	
1853	Fuente-Tójar	301	94	7809	1	1400	0	
1854	Laelia Iulia	101	94	7862	1	1050	0	
1855	Doña Mencía	301	94	7793	1	1400	0	
1856	Pinos Puente	301	94	7716	1	1400	0	
1857	Ilurco	101	94	7716	1	1050	0	
1858	Baena	301	94	7896	1	1400	0	
1859	Ipsca	101	94	7896	1	1050	0	
1860	Municipium Flavium Mellariense	101	94	7816	1	1050	0	
1861	Carula	101	94	8125	1	1050	0	
1862	La Puebla de Cazalla	301	94	8125	1	1400	0	
1863	Mirobriga Turdulorum	101	94	8165	1	1050	0	
1864	Singilia Barba	101	94	7791	1	1050	0	
1865	Barba	101	94	7791	1	1050	0	
1866	Lantejuela	301	94	8163	1	1400	0	
1867	Cortijo del Cerro Real	102	94	8012	1	1400	0	
1868	Cañete la Real	301	94	8012	1	1400	0	
1869	Camarica	101	94	11674	1	1050	0	
1870	Aumagne	301	94	353	1	1400	0	
1871	Catalaunum	101	94	13336	1	1050	0	
1872	Durocatelaunos	101	94	13336	1	1050	0	
1873	Monsanto	301	94	13938	1	1400	0	
1874	Aquae Flaviae	101	94	10473	1	1050	0	
1875	Ad Aquas	101	94	10473	-1	1050	0	
1876	Chiemsee	301	94	15612	1	1400	0	
1877	Saltigi	101	94	10609	1	1050	0	
1878	Saltigi	101	94	11808	1	1050	0	
1879	Caepionis Turris	101	94	8218	1	1050	0	
1880	Cortijo de Chirino	102	94	8240	1	1400	0	
1881	Ad Morum	101	94	11134	1	1050	0	
1882	Castra Cohortis I Celtiberorum	101	94	11213	1	1050	0	
1883	Mediolanum Santonum	101	94	7682	1	1050	0	
1884	Mediolanum Sancorum	101	94	7682	1	1050	0	
1885	Mirobriga Vettonum	101	94	13705	1	1050	0	
1886	Iamo	101	94	10787	1	1050	0	
1887	Tarvenna	101	94	8880	1	1050	0	
1888	Taruanna	101	94	8880	1	1050	0	
1889	Tervanna	101	94	8880	1	1050	0	
1890	Cauca	101	94	10622	1	1050	0	
1891	Aeminium	101	94	13569	1	1050	0	
1892	Cañete la Real	301	94	8215	1	1400	0	
1893	Moriles	301	94	8105	1	1400	0	
1894	Colonia Claudia Ara Agrippinensium	101	94	9703	1	1050	0	
1895	Alenquer	301	94	13683	1	1400	0	
1896	Pola de Allande	301	94	11366	1	1400	0	
1897	Conimbriga	101	94	13561	1	1050	0	
1898	Consabura	101	94	12556	1	1050	0	
1899	Consabrum	101	94	12556	1	1050	0	
1900	Kontrasta	102	94	11509	1	1400	0	
1901	Valle de Arana	301	94	11509	1	1400	0	
1902	Corduba	101	94	7705	1	1050	0	
1903	Córdoba	301	94	8512	1	1400	0	
1904	Ategua	101	94	8512	1	1050	0	
1905	Cortijo de Teba la Vieja	102	94	8512	1	1400	0	
1906	Castellum Aviliobris	101	94	10902	1	1050	0	
1907	Caurium	101	94	13600	1	1050	0	
1908	Caura	101	94	8684	1	1050	0	
1909	Coristanco	301	94	11902	1	1400	0	
1910	Ilipula Minor	101	94	8503	1	1050	0	
1911	Ilipa	101	94	8503	1	1050	0	
1912	Ilipula Minor	101	94	8613	1	1050	0	
1913	Ilipa	101	94	8613	1	1050	0	
1914	Los Corrales	301	94	8613	1	1400	0	
1915	Écija	301	94	8089	1	1400	0	
1916	Cortijo de Aljonoz	102	94	7915	1	1400	0	
1917	Teba	301	94	7880	1	1400	0	
1918	Villanueva del Trabuco / Archidona	301	94	8159	1	1400	0	
1919	Écija	301	94	7902	1	1400	0	
1920	Montilla	301	94	7752	1	1400	0	
1921	Orcera	301	94	8372	1	1400	0	
1922	Torreparedones	102	94	7731	1	1400	0	
1923	Ituci Virtus Iulia	101	94	7731	1	1050	0	
1924	I(p)tuci	101	94	7731	1	1050	0	
1925	Carruca	101	94	8285	1	1050	0	
1926	Écija	301	94	8285	1	1400	0	
1927	Singilia Barba	101	94	8177	1	1050	0	
1928	Barba	101	94	8177	1	1050	0	
1929	Antequera	301	94	8177	1	1400	0	
1930	Castro del Río	301	94	7884	1	1400	0	
1932	Écija	301	94	7993	1	1400	0	
1933	Lora del Río	301	94	8338	1	1400	0	
1934	Benalúa de las Villas	301	94	7944	1	1400	0	
1935	Teba	301	94	8014	1	1400	0	
1936	Ulisi	101	94	8329	-1	1050	0	
1937	Villanueva del Trabuco	301	94	8329	1	1400	0	
1938	Écija	301	94	7986	1	1400	0	
1939	Écija	301	94	7912	1	1400	0	
1940	Écija	301	94	8231	1	1400	0	
1941	Cortijo de las Monjas	102	94	8231	1	1400	0	
1942	Osuna	301	94	8166	1	1400	0	
1943	Clunia	101	94	10567	1	1050	0	
1944	Brigantium	101	94	11887	1	1050	0	
1945	Barbotum	101	94	10850	1	1050	0	
1946	Saintes	301	94	7657	1	1400	0	
1947	Arjona	301	94	8056	1	1400	0	
1948	Cuevas de Vinromá	102	94	10583	1	1400	0	
1949	Isona	301	94	10993	1	1400	0	
1950	Gebala	101	94	13175	1	1050	0	
1951	Cúllar de Baza	102	94	12991	1	1400	0	
1952	Cumae	101	94	7636	1	1050	0	
1953	Quintana de la Serena	301	94	8103	1	1400	0	
1954	Municipium Flavium [ ]	101	94	7845	1	1050	0	
30131	Golada	102	94	11918	1	1400	0	
1956	Belalcázar	301	94	8128	1	1400	0	
1957	Casas de Don Antonio	301	94	13946	1	1400	0	
1958	Arkaia	301	94	10551	1	1400	0	
1959	Dianium (hispaniaciterior)	101	94	10402	1	1050	0	
1960	Igorre	301	94	12935	1	1400	0	
1961	Cabra	301	94	8048	1	1400	0	
1962	Dos Barrios	102	94	12923	1	1400	0	
1963	Orippum	101	94	8685	1	1050	0	
1964	Sepúlveda	102	94	11372	1	1400	0	
1965	Ad Pontem	101	94	9444	1	1050	0	
1966	Ebenthal/Kärnten	301	94	15945	1	1400	0	
1967	Eberndorf	301	94	15711	1	1400	0	
1968	Astigi	101	94	7704	1	1050	0	
1969	Écija	301	94	8625	1	1400	0	
1970	Paço da Ega	102	94	14463	1	1400	0	
1971	Trimontium	101	94	9582	1	1050	0	
30183	Colonia Iulia Equestris	101	94	17552	1	1050	0	
1973	Tallak	102	94	15581	1	1400	0	
1974	Eisbach	301	94	15581	1	1400	0	
1975	Segia	101	94	10517	1	1050	0	
1976	Murgi	101	94	8392	1	1050	0	
1977	Palma del Río	301	94	8222	1	1400	0	
1978	Uxama Argaela	101	94	10600	1	1050	0	
1979	Onuba	101	94	8062	1	1050	0	
1980	Pedro Abad	301	94	7709	1	1400	0	
1981	Oncala	301	94	10719	1	1400	0	
1982	Cortijo El Coscojal	102	94	8195	1	1400	0	
1983	Écija	301	94	8195	1	1400	0	
1984	Lesera	101	94	10427	1	1050	0	
1985	El Forcall	102	94	10427	1	1400	0	
1986	Barbotum	101	94	11320	1	1050	0	
1987	Solia	101	94	8121	1	1050	0	
1988	Olaurum	101	94	7852	1	1050	0	
1989	Lora de Estepa	301	94	7852	1	1400	0	
1990	Mataporquera	301	94	13256	1	1400	0	
1991	El Laderón	102	94	8220	1	1400	0	
1992	Oppidum 'El Laderón'	102	94	8220	1	1400	0	
1993	Doña Mencía	102	94	8220	1	1400	0	
1994	Almuñecar	301	94	8190	1	1400	0	
1995	Cortijo de los Majuelos	102	94	8190	1	1400	0	
1996	Écija	301	94	8241	1	1400	0	
1997	El Tejar	301	94	8282	1	1400	0	
1998	Aldeonte	301	94	10998	1	1400	0	
1999	Vejer de la Frontera	301	94	8169	1	1400	0	
2000	Fraga	301	94	11325	1	1400	0	
2001	Carteia	101	94	7850	1	1050	0	
2002	Lucentum	101	94	10682	1	1050	0	
2003	Folgoso de la Ribera	301	94	10917	1	1400	0	
2004	Sant Martí de Riucorb	301	94	10772	1	1400	0	
2005	La Alcúdia de Elche	102	94	11607	1	1400	0	
2006	Ilici	101	94	11607	1	1050	0	
2007	Sablonetum	101	94	16221	1	1050	0	
2008	Sigarra	101	94	10582	1	1050	0	
2009	Elsdorf	301	94	9837	1	1400	0	
2010	Dipo	101	94	13677	1	1050	0	
2011	Emmersdorf/Donau	301	94	15639	1	1400	0	
2012	Emporiae	303	94	10435	1	1050	0	
2013	Eslava - Navarre	301	94	10991	1	1400	0	
2014	Enfias	102	94	13835	1	1400	0	
2015	Engelhartszell	301	94	15551	1	1400	0	
2016	El Carpio	301	94	8353	1	1400	0	
2017	Eschweiler	301	94	9813	1	1400	0	
2018	Santacris/Santacriz	101	94	10834	1	1050	0	
2019	Esparragosa de la Serena	102	94	7786	1	1400	0	
2020	Ucubi	101	94	7819	1	1050	0	
2021	Cantigi	101	94	8390	1	1050	0	
2022	Aurelia Carissa	101	94	8757	1	1050	0	
2023	Mendiculeia	101	94	11815	1	1050	0	
2024	Ostippo	101	94	7729	1	1050	0	
2025	Etanna	101	94	8889	1	1050	0	
2026	Ebora	101	94	13599	1	1050	0	
2027	Septèmes-les-Vallons	301	94	14852	1	1400	0	
2028	Ossonoba	101	94	13743	1	1050	0	
2029	Torrox	301	94	7723	1	1400	0	
2030	Concelho de Feira	102	94	13822	1	1400	0	
2031	Feistritz ob Bleiburg	301	94	15632	1	1400	0	
2032	Feldkirchen/Kärnten	301	94	15451	1	1400	0	
2033	Feldkirchen/Kärnten	301	94	15765	1	1400	0	
2034	Ferlach	301	94	15500	1	1400	0	
2035	Ocelum	101	94	13961	1	1050	0	
2036	Palma del Río	301	94	7730	1	1400	0	
2037	Finca Gomenciones	102	94	7730	1	1400	0	
2038	Gilena	301	94	7934	1	1400	0	
2039	Finkenstein/Faaker See	301	94	15585	1	1400	0	
2040	Finkenstein am Faaker See	301	94	16144	1	1400	0	
2041	Floing	301	94	15701	1	1400	0	
2042	Saint-Père	301	94	13368	1	1400	0	
2043	Ruisseau des Fontaines-Salees	102	94	13368	1	1400	0	
2044	Fonte do Piar	102	94	13716	1	1400	0	
2045	Abiul	301	94	13716	1	1400	0	
2046	Montemor-o-Novo	301	94	13518	1	1400	0	
2047	Vale da Senhora da Póvoa	301	94	10879	1	1400	0	
2048	Es Mercadal	301	94	10856	1	1400	0	
2049	Vesperies	101	94	11521	1	1050	0	
2050	Francofortensis	101	94	10287	1	1050	0	
2051	Frauenstein	301	94	15312	1	1400	0	
2052	Frauenstein	301	94	15398	1	1400	0	
2053	Nertobriga	101	94	8112	1	1050	0	
2054	Campo di Trens	102	94	16330	1	1400	0	
2055	Tongobriga	101	94	11645	1	1050	0	
2056	Friesach/Kärnten	301	94	16131	1	1400	0	
2057	Frohnleiten	301	94	15465	1	1400	0	
2058	Katsch an der Mur	102	94	15409	1	1400	0	
2059	Suel	101	94	8440	1	1050	0	
2060	Fuensabiñán	102	94	11027	1	1400	0	
2061	El Cuervo de Sevilla	301	94	8094	1	1400	0	
2062	Cabra	301	94	8186	1	1400	0	
2063	Santaella	301	94	8313	1	1400	0	
2064	Iliturgicola	101	94	8496	1	1050	0	
2065	Urunia	101	94	14285	1	1050	0	
2066	Cañete la Real	301	94	8162	1	1400	0	
2067	Albonica	101	94	12023	1	1050	0	
2068	Obulcula	101	94	8279	1	1050	0	
2069	Brigaecium	101	94	10938	1	1050	0	
2070	Fornos de Algodres	301	94	13802	1	1400	0	
2071	Tutugi	101	94	11129	1	1050	0	
2072	Rivières	301	94	7678	1	1400	0	
2073	Partenkirchen	102	94	6640	1	1902	0	
2075	Numantia	101	94	11216	1	1050	0	
2076	Turmulos	101	94	13981	1	1050	0	
2077	Alquería de Gausa	102	94	10654	1	1400	0	
2078	Gavet de la Conca	301	94	13221	1	1400	0	
30182	Remchingen	302	94	3409	1	1902	0	
2080	Gennava	101	94	3158	1	1050	0	
2081	Gerdiz	102	94	11225	1	1400	0	
2082	Gerunda	101	94	12412	1	1050	0	
2083	Klagenfurt	301	94	8874	1	1400	0	
2084	Ginzio de Limia	102	94	10673	1	1400	0	
2085	Gerunda	101	94	10465	1	1050	0	
2086	Santa Maria de Viseu	102	94	15077	1	1400	0	
2087	Globasnitz	301	94	15656	1	1400	0	
2088	Ivenna	101	94	15656	1	1050	0	
2089	Gordexola	102	94	12939	1	1400	0	
2090	Serra do Caramulo	301	94	13916	1	1400	0	
2091	Gozón	301	94	11954	1	1400	0	
2092	Eres	102	94	11954	1	1400	0	
2093	Grabenstätt	301	94	15648	1	1400	0	
2094	Montederramo	301	94	10728	1	1400	0	
2095	Iliberri Florentia	101	94	7823	1	1050	0	
2096	Oretum	101	94	12567	1	1050	0	
2097	Le Grand-Bourg	102	94	7411	1	1400	0	
2098	Granjinha	102	94	11109	1	1400	0	
2099	Granja de Gregos	102	94	10847	1	1400	0	
2100	Mogadouro	301	94	10847	1	1400	0	
2101	Montelavar	301	94	13905	1	1400	0	
2102	Grau Vell	102	94	10628	1	1400	0	
2103	Sagunto	301	94	10628	1	1400	0	
2104	Lacilbula	101	94	8422	1	1050	0	
2105	Walltown Quarry	102	94	9521	1	1400	0	
2106	Griffen	301	94	15379	1	1400	0	
2107	O Grove	102	94	11802	1	1400	0	
2108	Arriaca	101	94	10756	1	1050	0	
2109	Colonia Iulia Gemella Acci	101	94	10861	1	1050	0	
2110	Guardão	301	94	13935	1	1400	0	
2111	Mentesa Bastitanorum	101	94	8483	1	1050	0	
2112	Mentesa Bastia	101	94	8483	1	1050	0	
2113	Gernika-Lumo	102	94	12782	1	1400	0	
2114	Guetaria	102	94	12948	1	1400	0	
2115	Guimaranis	101	94	11640	1	1050	0	
2116	Iesso	101	94	10607	1	1050	0	
2117	Guitiriz	301	94	12490	1	1400	0	
2118	Guitiriz	301	94	12484	1	1400	0	
2119	Heidelberg	301	94	9956	1	1400	0	
2120	Heidelberg	301	94	9958	1	1400	0	
2121	Heidelberg	301	94	10021	1	1400	0	
2122	Heidelberg	301	94	10035	1	1400	0	
2123	Heidelberg	302	94	10116	1	1400	0	
2124	Aquileia	101	94	6608	1	1050	0	
2125	Ilunum	101	94	10477	1	1050	0	
2126	La cueva Negra de la Camareta	102	94	12676	1	1400	0	
2127	Hellín	301	94	12676	1	1400	0	
2128	Ilunum	101	94	12656	1	1050	0	
2129	Hellín	301	94	12656	1	1400	0	
2130	Monforte	301	94	13718	1	1400	0	
2131	Hermandad de Campoo de Suso	301	94	11969	1	1400	0	
2132	Libia	101	94	11005	1	1050	0	
2133	Lybia	101	94	11005	1	1050	0	
2134	Pisoraca	101	94	10549	1	1050	0	
2135	Moseley - Birmingham	302	94	9194	1	1400	0	
2136	Damania	101	94	11991	1	1050	0	
2137	Hohenthurn	301	94	15687	1	1400	0	
2138	Rauda	101	94	11273	1	1050	0	
2139	Barrada	301	94	13844	1	1400	0	
2140	Hostafranchs	102	94	11268	1	1400	0	
2141	Walshoutem	102	94	8908	1	1400	0	
2142	Hrastnik	301	94	15630	1	1400	0	
2143	Hrastnik	301	94	16134	1	1400	0	
2144	Onoba Aestuaria	101	94	8567	1	1050	0	
2145	Osca	101	94	11245	1	1050	0	
2146	Contrebia Carbica	101	94	12046	1	1050	0	
2147	Ebusus	101	94	10426	1	1050	0	
2148	Civitas Igaeditanorum	101	94	8726	1	1050	0	
2149	Iglesia Pinta	102	94	11022	1	1400	0	
2150	Mollina	301	94	7947	1	1400	0	
2151	Inden	301	94	9704	1	1400	0	
2152	Ingolstadt	301	94	16281	1	1400	0	
2153	Veleia	101	94	10817	1	1050	0	
2154	Beleia	101	94	10817	1	1050	0	
2155	Veleia	101	94	11711	1	1050	0	
2156	Beleia	101	94	11711	1	1050	0	
2157	Kidlington	301	94	9488	1	1400	0	
2158	Vemania	101	94	16223	1	1050	0	
2159	Aeso	101	94	10545	1	1050	0	
2160	Baena	301	94	8291	1	1400	0	
2161	Acci Vetus	101	94	8001	1	1050	0	
2162	Iacca	101	94	13179	1	1050	0	
2163	Aurgi	101	94	7706	1	1050	0	
2164	Jagsthausen	301	94	10165	1	1400	0	
2165	Gensiacum	101	94	14971	1	1050	0	
2166	Saetabis	101	94	10411	1	1050	0	
2167	Xátiva	102	94	10411	1	1400	0	
2168	Ceret	101	94	7808	1	1050	0	
2169	Jerez de la Frontera	301	94	8738	1	1400	0	
2170	Seria Fama Iulia	101	94	7898	1	1050	0	
2171	Xèrica	102	94	10472	1	1400	0	
2172	Oba	101	94	8310	1	1050	0	
2173	Maria Saal	301	94	15962	1	1400	0	
2174	Kaindorf/Sulm	301	94	15541	1	1400	0	
2175	Klagenfurt/Wörthersee	301	94	15431	1	1400	0	
2176	Klagenfurt/Wörthersee	301	94	15519	1	1400	0	
2177	Klagenfurt/Wörthersee	301	94	15730	1	1400	0	
30038	Colani(c)a	101	94	17318	1	1050	0	
2179	Köln	301	94	9784	1	1400	0	
2180	Krems/Kärnten	301	94	16155	1	1400	0	
2181	Krško	301	94	15344	1	1400	0	
2182	Krško	301	94	15429	1	1400	0	
2183	Krumpendorf	102	94	15890	1	1400	0	
2184	Saloca	101	94	15890	1	1050	0	
2185	Kulm/Zirbitz	301	94	15741	1	1400	0	
2186	Alcora	102	94	10876	1	1400	0	
2187	La Olleria	102	94	10983	1	1400	0	
2188	Castro del Río	301	94	7835	1	1400	0	
2189	Lora de Estepa	301	94	8384	1	1400	0	
2190	Cortijo de la Algaidilla	102	94	8384	1	1400	0	
2191	Hortunas	301	94	10641	1	1400	0	
2192	Utrera	301	94	7756	1	1400	0	
2193	Espeluy	301	94	8368	1	1400	0	
2194	Lora del Río	301	94	7804	1	1400	0	
2195	Marchena	301	94	8018	1	1400	0	
2196	Cabra	301	94	8178	1	1400	0	
2197	Mazarron	301	94	10561	1	1400	0	
2198	Cognac	301	94	7685	1	1400	0	
2199	Tucci	101	94	7940	1	1050	0	
2200	Lora del Rio	301	94	8119	1	1400	0	
2201	Axati	101	94	8119	1	1050	0	
2202	Obulcula	101	94	8235	1	1050	0	
2203	Obucula	101	94	8235	1	1050	0	
2204	Castillo de la Monclova	102	94	8235	1	1400	0	
2205	Fuentes de Andalucía	301	94	8235	1	1400	0	
2206	Algodonales	301	94	8008	1	1400	0	
2207	Herrera	301	94	8224	1	1400	0	
2208	La Nou de Gaya	102	94	12699	1	1400	0	
2209	Vegadeo	301	94	11141	1	1400	0	
2210	Osuna	301	94	7931	1	1400	0	
2211	La Puebla	102	94	11374	1	1400	0	
2212	Municipium Flavium Villonense	101	94	8377	1	1050	0	
2213	Osicerda	101	94	11188	1	1050	0	
2214	Sabetum	101	94	8101	1	1050	0	
2215	Segida Augurina	101	94	7887	1	1050	0	
2216	Palma del Río	301	94	7887	1	1400	0	
2217	Arcos de las Salinas	301	94	11191	1	1400	0	
2218	Portela do Homem	102	94	11050	1	1400	0	
2219	Lobios	301	94	11050	1	1400	0	
2220	La Vall d'Uixó	102	94	10750	1	1400	0	
2221	Labayren	102	94	10745	1	1400	0	
2222	Lagos de Covas	102	94	13639	1	1400	0	
2223	Ferro	301	94	13641	1	1400	0	
2224	La Lama	102	94	12953	1	1400	0	
2225	Sobrelapeña	102	94	10674	1	1400	0	
2226	Lamecum	101	94	13799	1	1050	0	
2227	Segontia Lanca	101	94	12062	1	1050	0	
2228	La Lantejuela	301	94	7905	1	1400	0	
2229	Priego de Córdoba	301	94	8172	1	1400	0	
2230	Cortijo de las Cabezeulas	102	94	8081	1	1400	0	
2231	Caicedo Yuso	301	94	11537	1	1400	0	
2232	Mataporquera	301	94	13253	1	1400	0	
2233	Mansilla de las Mulas	301	94	11207	1	1400	0	
2234	Martos	301	94	8366	1	1400	0	
2235	Herrera del Duque	301	94	8083	1	1400	0	
2236	Laško	301	94	15354	1	1400	0	
2237	Laško	301	94	15371	1	1400	0	
2238	Laško	301	94	15650	1	1400	0	
2239	Laško	301	94	15988	1	1400	0	
2240	Lausanne	301	94	9959	1	1400	0	
2241	Lavamünd	301	94	15783	1	1400	0	
2242	Dobbiaco	102	94	9046	1	1400	0	
2243	Lage	102	94	11904	1	1400	0	
2244	Layoso	102	94	11355	1	1400	0	
2245	Cadenet	301	94	14659	1	1400	0	
2246	Mas de Carrelet	102	94	14723	1	1400	0	
2247	Le Peu-Berland	102	94	7423	1	1400	0	
2248	Mauvières	301	94	7423	1	1400	0	
2249	Nabrissa	101	94	7842	1	1050	0	
2250	Bletisa	101	94	14284	1	1050	0	
2251	Matilo	101	94	9827	1	1050	0	
2252	Matellio	101	94	9827	1	1050	0	
2253	Forum Hadriani	101	94	9812	1	1050	0	
2254	Forum Adriani	101	94	9812	1	1050	0	
2255	Collippo	101	94	14263	1	1050	0	
2256	Lemona (Spanish)	102	94	12763	1	1400	0	
2257	Legio VII Gemina	101	94	10488	1	1050	0	
2258	Ilerda	101	94	10598	1	1050	0	
2259	Saintes	301	94	7660	1	1400	0	
2260	Sermanicomagus	101	94	7689	1	1050	0	
2261	Boutiers-Saint-Trojan	302	94	7668	1	1400	0	
2262	Libisosa Forum Augustum	101	94	10962	1	1050	0	
2263	Libisosia	101	94	10962	1	1050	0	
2264	Saint-Paulien	301	94	7615	1	1400	0	
2265	Ober-Mörlen	301	94	9535	1	1400	0	
2266	Olisipo	101	94	13523	1	1050	0	
2267	Emona	101	94	16160	1	1050	0	
2268	Hemona	101	94	16160	1	1050	0	
2269	Colonia Iulia Aemona	101	94	16160	1	1050	0	
2270	Labacum	101	94	16160	1	1050	0	
2271	Lucus Asturum	101	94	11953	1	1050	0	
2272	Bremia	101	94	9332	1	1050	0	
2273	Ilerda	101	94	10598	1	1050	0	
2274	Los Franqueses del Vallés	301	94	11356	1	1400	0	
2275	Lauronensis	101	94	11356	1	1050	0	
2276	Edeta	101	94	10406	1	1050	0	
2277	Liria	101	94	10406	1	1050	0	
2278	Leiria	101	94	10406	1	1050	0	
2279	Liria	102	94	10406	1	1400	0	
2280	Playa de Fanals	102	94	12755	1	1400	0	
2281	Llucmayor	102	94	11062	1	1400	0	
2282	Fibularensis	101	94	12910	1	1050	0	
2283	Lobbach	301	94	10153	1	1400	0	
2284	Caldas de Montbuy	102	94	10351	1	1400	0	
2285	Caldas de Montbui	102	94	10351	1	1400	0	
2286	Lobios	301	94	11772	1	1400	0	
2287	Os Baños Riocaldo	102	94	11772	1	1400	0	
2288	Vereia	101	94	11803	1	1050	0	
2289	Loporzano	301	94	13025	1	1400	0	
2290	Olaurum	101	94	7720	1	1050	0	
2291	Axati	101	94	7974	1	1050	0	
2292	Eliocroca	101	94	10499	1	1050	0	
2293	Cortijo de Aparicio el Grande	102	94	8054	-1	1400	0	
2294	Puente Genil	301	94	8004	1	1400	0	
2295	Cortijo de los Carceleros	102	94	8057	1	1400	0	
2296	Martos	301	94	8057	1	1400	0	
2297	Puente Genil	301	94	7937	1	1400	0	
2298	Estepa	301	94	7773	1	1400	0	
2299	Almedinilla	301	94	8046	1	1400	0	
2300	Almodóvar del Río	301	94	8361	1	1400	0	
2301	Cebolla	301	94	10992	1	1400	0	
2302	Siruela	301	94	8080	1	1400	0	
2303	Lucena	301	94	8317	1	1400	0	
2304	Yecla	301	94	11459	1	1400	0	
2305	Madridanos	301	94	10966	1	1400	0	
2306	Isturgi	101	94	7792	1	1050	0	
2307	Cisimbrium	101	94	8042	1	1050	0	
2308	Ludersdorf-Wilfersdorf	301	94	15839	1	1400	0	
2309	Lucus Augusti	101	94	11668	1	1050	0	
2310	Lukovica	301	94	15642	1	1400	0	
2311	Lumbreras	301	94	13089	1	1400	0	
2312	Balsa	101	94	14187	1	1050	0	
2313	Oloron-Sainte-Marie	102	94	7436	1	1400	0	
2314	Álora	102	94	13357	1	1400	0	
2315	Mataró	102	94	13372	1	1400	0	
2316	Cortijo de la Madriguera	102	94	7783	1	1400	0	
2317	Cuevas del Becerro	301	94	7783	1	1400	0	
2318	Cortijo del Madroño	102	94	8266	1	1400	0	
2319	Serrato	301	94	8266	1	1400	0	
2320	Maria Saal	301	94	15308	1	1400	0	
2321	Maria Saal	301	94	15383	1	1400	0	
2322	Maria Saal	301	94	15732	1	1400	0	
2323	Municipium Flavumi Magontanum	101	94	10463	1	1050	0	
2324	El Guijo	301	94	7762	1	1400	0	
2325	Cortijo de Majadaiglesia	102	94	7762	1	1400	0	
2326	Malaca	101	94	7987	1	1050	0	
2327	Necrópolis de Malamoneda	102	94	10963	1	1400	0	
2328	Hontanar	301	94	10963	1	1400	0	
2329	Malgrat de Mar	301	94	12436	1	1400	0	
2330	Balsio	101	94	11600	1	1050	0	
2331	Insula Baliarum Maior	101	94	10508	1	1050	0	
30144	Chiclana	102	94	8429	1	1400	0	
2333	Usagre	301	94	13823	1	1400	0	
2334	Iliturgi	101	94	7776	1	1050	0	
2335	Máquiz	102	94	7776	1	1400	0	
2336	Mengíbar	301	94	7776	1	1400	0	
2337	Segeda	101	94	12724	1	1050	0	
2338	Arentia	101	94	10413	1	1050	0	
2339	Carula	101	94	7930	1	1050	0	
2340	Maria Saal	301	94	15876	1	1400	0	
2341	Civitas Aravorum	101	94	13684	1	1050	0	
2342	Los Palacios y Villafranca	301	94	8129	1	1400	0	
2343	Belalcázar	301	94	8002	1	1400	0	
2344	Ucia	101	94	8251	1	1050	0	
2345	Uciense	101	94	8251	1	1050	0	
2346	Tucci	101	94	7721	1	1050	0	
2347	Marxheim	301	94	16392	1	1400	0	
2348	Sagunto	301	94	11227	1	1400	0	
2349	Faura	301	94	11061	1	1400	0	
2350	Eburobriga	101	94	14126	1	1050	0	
2351	Iluro	101	94	8605	1	1050	0	
2352	Matrei in Osttirol	301	94	15758	1	1400	0	
2353	Mules	102	94	16246	1	1400	0	
2354	Oza de los Ríos	301	94	11086	1	1400	0	
2355	Municipium Ficariense	101	94	10585	1	1050	0	
2356	Metellinum	101	94	13509	1	1050	0	
2357	Contributa Iulia Ugultunia	101	94	8389	1	1050	0	
2358	Asido	101	94	7807	1	1050	0	
2359	Occilis	101	94	10715	1	1050	0	
2360	Mendigorría	301	94	12016	1	1400	0	
2361	Mengen	301	94	16294	1	1400	0	
2362	Iliturgi	101	94	7743	1	1050	0	
2363	A Merca	102	94	12662	1	1400	0	
2364	Emerita Augusta	101	94	13507	1	1050	0	
2365	Merindad de Río Ubierna	301	94	11424	1	1400	0	
2366	Mertingen	301	94	6576	1	1902	0	
2367	Myrtilis	101	94	13536	1	1050	0	
2368	Micheldorf	301	94	15322	1	1400	0	
2369	Marboué	301	94	13338	1	1400	0	
2370	Les Milles	102	94	14682	1	1400	0	
2371	Fodinae Aerariae	101	94	8533	1	1050	0	
2372	Ilunum	101	94	10512	1	1050	0	
2373	Torre del Campo	301	94	7810	1	1400	0	
2374	Deobriga	101	94	8612	1	1050	0	
2375	Monterrey	301	94	11148	1	1400	0	
2376	Penamacôr	301	94	13741	1	1400	0	
2377	Centelles	301	94	11209	1	1400	0	
2378	Montilla	301	94	8072	1	1400	0	
